Text_Type,Book,Chapter,Window,GLG,GG,LLL,LLG,GGL,GGG,G,LG,LGG,L,GLL,LGL,GL,LL
SN,AS,nidana,349,79,1,4,25,41,75,65,3,33,4,17,86,0,0
SN,AS,nidana,350,81,1,4,24,42,73,65,3,33,4,17,86,0,0
SN,AS,nidana,351,83,1,4,24,41,72,66,3,34,3,17,85,0,0
SN,AS,nidana,352,83,1,4,24,41,72,66,3,33,3,17,86,0,0
SN,AS,nidana,353,83,1,4,24,40,72,66,3,34,3,17,86,0,0
SN,AS,nidana,354,85,1,3,24,40,73,66,3,34,3,17,87,0,0
SN,AS,nidana,355,86,1,2,25,40,74,66,3,34,3,17,88,0,0
SN,AS,nidana,356,86,0,2,25,41,74,67,3,33,3,17,89,0,0
SN,AS,nidana,357,85,0,2,24,40,75,68,2,34,3,17,91,0,0
SN,AS,nidana,358,83,0,2,24,42,73,69,1,35,3,17,92,0,0
SN,AS,nidana,359,83,0,1,25,43,74,70,1,34,2,16,92,0,0
SN,AS,nidana,360,82,0,1,25,45,75,70,1,33,2,15,92,0,0
SN,AS,nidana,361,82,0,1,26,45,74,69,2,34,2,15,91,0,0
SN,AS,nidana,362,84,0,1,26,47,74,69,2,33,2,14,89,0,0
SN,AS,nidana,363,84,0,1,27,46,74,69,2,33,2,14,89,0,0
SN,AS,nidana,364,83,0,1,27,46,75,69,2,32,2,14,90,0,0
SN,AS,nidana,365,82,0,1,27,47,75,69,2,32,2,14,90,0,0
SN,AS,nidana,366,81,0,1,27,48,75,69,2,32,2,14,90,0,0
SN,AS,nidana,367,79,0,1,27,48,76,69,2,32,2,14,91,0,0
SN,AS,nidana,368,79,0,1,27,48,77,69,2,32,2,13,91,0,0
SN,AS,nidana,369,79,0,1,26,49,76,69,2,32,2,13,92,0,0
SN,AS,nidana,370,80,0,1,26,50,75,69,2,31,2,13,92,0,0
SN,AS,nidana,371,80,0,1,26,50,75,69,2,32,2,13,91,0,0
SN,AS,nidana,372,78,0,1,26,52,74,69,2,31,2,13,93,0,0
SN,AS,nidana,373,81,0,1,25,49,74,70,2,31,2,13,94,0,0
SN,AS,nidana,374,81,0,1,25,50,74,69,3,31,2,14,92,0,0
SN,AS,nidana,375,81,0,1,25,50,74,69,3,30,2,14,93,0,0
SN,AS,nidana,376,83,0,1,25,49,74,69,3,30,2,14,92,0,0
SN,AS,nidana,377,84,0,1,24,49,75,69,3,29,2,14,92,0,0
SN,AS,nidana,378,85,0,1,23,50,74,69,3,30,2,13,92,0,0
SN,AS,nidana,379,88,0,1,22,48,73,69,3,31,2,13,92,0,0
SN,AS,nidana,380,89,0,1,22,47,74,68,3,31,3,13,91,0,0
SN,AS,nidana,381,87,0,1,22,49,74,68,3,31,3,13,91,0,0
SN,AS,nidana,382,88,0,1,21,49,73,68,3,31,3,13,92,0,0
SN,AS,nidana,383,89,0,1,19,49,72,68,3,33,3,13,92,0,0
SN,AS,nidana,384,91,0,1,19,48,71,68,3,34,3,12,92,0,0
SN,AS,nidana,385,92,0,1,19,49,71,67,3,33,4,11,92,0,0
SN,AS,nidana,386,90,0,1,19,49,73,67,3,32,4,11,93,0,0
SN,AS,nidana,387,88,0,1,19,51,74,66,3,32,5,11,92,0,0
SN,AS,nidana,388,89,0,1,19,50,73,66,3,33,5,11,92,0,0
SN,AS,nidana,389,89,0,1,19,49,75,66,3,33,5,11,91,0,0
SN,AS,nidana,390,89,0,1,20,49,75,65,3,33,6,10,91,0,0
SN,AS,nidana,391,88,0,1,20,48,73,65,3,36,6,11,91,0,0
SN,AS,nidana,392,88,0,1,20,47,74,65,3,36,6,11,91,0,0
SN,AS,nidana,393,90,0,1,20,46,73,66,3,36,5,12,90,0,0
SN,AS,nidana,394,91,0,1,19,46,74,66,3,35,5,12,90,0,0
SN,AS,nidana,395,91,0,1,19,46,75,66,3,34,5,12,90,0,0
SN,AS,nidana,396,93,0,1,19,46,76,66,3,32,5,12,89,0,0
SN,AS,nidana,397,91,0,1,20,46,78,66,3,32,5,12,88,0,0
SN,AS,nidana,398,91,0,1,20,47,76,66,3,32,5,13,88,0,0
SN,AS,nidana,399,91,0,1,20,47,77,66,3,31,5,12,89,0,0
SN,AS,nidana,400,89,0,1,20,48,78,66,3,31,5,12,89,0,0
SN,AS,nidana,401,92,0,1,19,48,77,66,3,31,5,12,88,0,0
SN,AS,nidana,402,92,0,1,18,47,78,67,3,30,4,13,89,0,0
SN,AS,nidana,403,91,0,1,18,48,76,67,3,31,4,14,89,0,0
SN,AS,nidana,404,89,0,1,18,48,76,67,3,31,4,16,89,0,0
SN,AS,nidana,405,88,0,1,18,47,78,67,3,31,4,17,88,0,0
SN,AS,nidana,406,87,0,1,18,47,80,67,3,31,4,17,87,0,0
SN,AS,nidana,407,85,0,1,19,46,81,66,3,32,5,17,87,0,0
SN,AS,nidana,408,83,0,1,19,48,82,66,3,31,5,17,87,0,0
SN,AS,nidana,409,83,0,1,18,47,84,66,3,31,5,17,87,0,0
SN,AS,nidana,410,83,0,1,18,47,84,66,3,31,5,17,87,0,0
SN,AS,nidana,411,84,0,1,19,46,84,66,3,30,5,17,87,0,0
SN,AS,nidana,412,84,0,1,19,48,81,66,3,31,5,17,87,0,0
SN,AS,nidana,413,83,0,1,19,48,80,66,3,31,5,19,87,0,0
SN,AS,nidana,414,85,0,1,19,48,79,66,3,30,5,19,87,0,0
SN,AS,nidana,415,85,0,1,19,46,80,66,3,30,5,19,88,0,0
SN,AS,nidana,416,82,0,1,21,47,80,66,3,30,5,19,88,0,0
SN,AS,nidana,417,82,0,1,22,46,79,66,3,30,5,19,89,0,0
SN,AS,nidana,418,82,0,1,22,46,80,66,3,29,5,19,89,0,0
SN,AS,nidana,419,85,0,0,22,46,79,66,3,29,5,19,91,0,0
SN,AS,nidana,420,86,0,0,21,46,82,66,3,28,5,19,92,0,0
SN,AS,nidana,421,85,0,0,21,46,81,67,3,28,5,19,94,0,0
SN,AS,nidana,422,84,0,0,21,47,81,68,2,28,5,19,95,0,0
SN,AS,nidana,423,85,0,0,22,48,81,68,2,28,5,19,92,0,0
SN,AS,nidana,424,83,0,0,23,49,82,68,2,28,5,19,91,0,0
SN,AS,nidana,425,82,0,0,23,50,82,67,2,28,6,19,91,0,0
SN,AS,nidana,426,81,0,0,23,51,82,67,2,28,6,19,91,0,0
SN,AS,nidana,427,82,0,0,23,51,82,67,2,29,6,18,90,0,0
SN,AS,nidana,428,83,0,0,23,51,82,67,2,29,6,18,89,0,0
SN,AS,nidana,429,83,0,0,23,51,82,66,3,29,6,18,88,0,0
SN,AS,nidana,430,85,0,0,22,51,80,66,3,30,6,18,88,0,0
SN,AS,nidana,431,84,0,0,23,50,80,66,3,31,6,18,88,0,0
SN,AS,nidana,432,85,0,0,23,51,80,66,3,30,6,18,87,0,0
SN,AS,nidana,433,86,0,0,23,50,80,66,3,30,6,18,87,0,0
SN,AS,nidana,434,86,0,0,22,48,82,66,3,30,6,18,88,0,0
SN,AS,nidana,435,85,0,0,24,47,81,66,3,31,6,18,88,0,0
SN,AS,nidana,436,85,0,0,22,46,83,67,2,31,6,18,89,0,0
SN,AS,nidana,437,84,0,0,22,44,85,67,2,32,6,18,89,0,0
SN,AS,nidana,438,83,0,0,22,44,85,67,2,33,6,18,89,0,0
SN,AS,nidana,439,85,0,0,21,45,84,67,2,34,6,17,88,0,0
SN,AS,nidana,440,87,0,0,21,43,83,67,2,35,6,17,88,0,0
SN,AS,nidana,441,87,0,0,22,42,82,67,2,35,6,17,89,0,0
SN,AS,nidana,442,87,0,0,22,41,84,67,2,35,6,17,88,0,0
SN,AS,nidana,443,88,0,0,22,40,84,67,2,35,6,17,88,0,0
SN,AS,nidana,444,88,0,0,21,41,86,67,2,35,6,16,87,0,0
SN,AS,nidana,445,88,0,0,20,40,87,67,2,37,6,15,87,0,0
SN,AS,nidana,446,89,0,0,20,40,86,67,2,37,6,15,87,0,0
SN,AS,nidana,447,90,0,0,20,39,87,67,2,38,6,15,85,0,0
SN,AS,nidana,448,88,0,0,20,40,89,67,2,38,6,14,85,0,0
SN,AS,nidana,449,86,0,0,20,41,89,68,1,39,6,13,86,0,0
SN,AS,nidana,450,85,0,0,20,41,87,68,1,40,6,14,87,0,0
SN,AS,nidana,451,84,0,0,21,42,85,68,1,41,6,14,87,0,0
SN,AS,nidana,452,84,0,0,21,41,85,68,1,41,6,15,87,0,0
SN,AS,nidana,453,82,0,0,22,40,88,68,1,40,6,15,87,0,0
SN,AS,nidana,454,80,0,0,23,41,89,68,1,39,6,15,87,0,0
SN,AS,nidana,455,81,0,0,23,42,87,69,1,39,5,15,87,0,0
SN,AS,nidana,456,81,0,0,23,41,87,69,1,39,5,16,87,0,0
SN,AS,nidana,457,81,0,0,23,41,88,69,1,39,5,16,86,0,0
SN,AS,nidana,458,82,0,0,23,40,90,69,1,37,5,16,86,0,0
SN,AS,nidana,459,81,0,0,24,40,89,69,1,36,5,17,87,0,0
SN,AS,nidana,460,81,0,0,24,40,88,70,1,37,4,17,87,0,0
SN,AS,nidana,461,84,0,0,24,39,86,70,1,38,4,17,86,0,0
SN,AS,nidana,462,85,0,0,24,37,86,71,1,39,3,17,86,0,0
SN,AS,nidana,463,82,0,0,25,37,86,71,1,39,3,17,85,0,0
SN,AS,nidana,464,82,0,0,25,37,84,70,1,39,3,17,84,0,0
SN,AS,nidana,465,81,0,0,25,37,87,70,1,39,2,16,84,0,0
SN,AS,nidana,466,83,0,0,26,38,87,69,2,36,2,15,83,0,0
SN,AS,nidana,467,83,0,0,26,41,85,68,2,36,3,14,83,0,0
SN,AS,nidana,468,81,0,0,27,41,85,68,2,37,3,13,84,0,0
SN,AS,nidana,469,81,0,0,27,41,85,68,2,37,3,13,84,0,0
SN,AS,nidana,470,82,0,0,26,42,84,68,2,37,3,13,84,0,0
SN,AS,nidana,471,81,0,0,26,42,85,68,2,37,3,13,84,0,0
SN,AS,nidana,472,82,0,0,27,42,83,68,2,36,3,14,84,0,0
SN,AS,nidana,473,83,0,0,26,44,82,68,2,36,3,13,84,0,0
SN,AS,nidana,474,83,0,0,27,45,81,68,2,35,3,13,84,0,0
SN,AS,nidana,475,83,0,0,28,44,81,68,2,34,3,13,85,0,0
SN,AS,nidana,476,80,0,0,29,45,81,68,2,34,3,13,86,0,0
SN,AS,nidana,477,79,0,0,30,45,82,68,2,35,3,12,85,0,0
SN,AS,nidana,478,78,0,0,31,44,84,68,2,35,3,11,85,0,0
SN,AS,nidana,479,78,0,0,32,46,85,68,2,34,3,9,84,0,0
SN,AS,nidana,480,78,0,0,33,48,83,68,2,34,3,8,84,0,0
SN,AS,nidana,481,79,0,0,33,49,81,68,2,34,3,8,84,0,0
SN,AS,nidana,482,80,0,0,32,49,80,69,2,34,2,9,84,0,0
SN,AS,nidana,483,80,0,0,32,47,82,69,2,34,2,9,84,0,0
SN,AS,nidana,484,79,0,0,33,48,81,69,2,34,2,9,84,0,0
SN,AS,nidana,485,78,0,0,34,47,82,69,2,33,2,9,85,0,0
SN,AS,nidana,486,78,0,0,33,47,81,69,2,33,2,9,87,0,0
SN,AS,nidana,487,79,0,0,33,47,81,69,2,32,2,9,87,0,0
SN,AS,nidana,488,80,0,0,33,47,81,69,2,31,2,8,88,0,0
SN,AS,nidana,489,77,0,0,34,47,82,69,2,32,2,8,88,0,0
SN,AS,nidana,490,78,0,0,34,48,81,69,2,32,2,8,87,0,0
SN,AS,nidana,491,80,0,0,32,48,80,69,2,32,2,8,88,0,0
SN,AS,nidana,492,81,0,0,31,50,79,68,2,32,3,8,87,0,0
SN,AS,nidana,493,80,0,0,31,50,80,68,2,32,3,8,87,0,0
SN,AS,nidana,494,77,0,0,31,52,81,68,2,33,3,8,86,0,0
SN,AS,nidana,495,77,0,0,31,54,79,68,2,33,3,8,86,0,0
SN,AS,nidana,496,77,0,0,32,54,81,68,2,32,3,7,85,0,0
SN,AS,nidana,497,77,0,0,31,52,82,68,2,34,3,7,85,0,0
SN,AS,nidana,498,76,0,0,30,51,83,68,2,35,3,7,86,0,0
SN,AS,nidana,499,76,0,0,29,52,82,68,2,36,3,7,86,0,0
SN,AS,nidana,500,76,0,0,29,51,82,69,2,37,2,7,86,0,0
SN,AS,nidana,501,76,0,0,29,50,82,69,2,37,2,7,87,0,0
SN,AS,nidana,502,75,0,0,29,51,81,69,2,37,2,8,87,0,0
SN,AS,nidana,503,75,0,0,29,51,82,69,2,36,2,8,87,0,0
SN,AS,nidana,504,73,0,0,30,52,81,70,1,36,2,8,89,0,0
SN,AS,nidana,505,73,0,0,30,52,82,70,1,35,2,8,89,0,0
SN,AS,nidana,506,74,0,0,29,52,83,70,1,34,2,8,89,0,0
SN,AS,nidana,507,72,0,0,31,52,83,70,1,34,2,8,89,0,0
SN,AS,nidana,508,71,0,0,31,51,84,70,1,34,2,8,90,0,0
SN,AS,nidana,509,73,0,0,31,51,82,70,1,35,2,8,89,0,0
SN,AS,nidana,510,74,0,0,29,51,83,70,1,34,2,8,90,0,0
SN,AS,nidana,511,73,0,0,29,52,84,70,1,33,2,8,90,0,0
SN,AS,nidana,512,73,0,0,29,53,83,70,1,33,2,8,90,0,0
SN,AS,nidana,513,73,0,0,28,53,82,70,1,34,2,9,90,0,0
SN,AS,nidana,514,72,0,0,28,52,83,70,1,34,2,10,90,0,0
SN,AS,nidana,515,70,0,0,28,53,84,70,1,34,2,10,90,0,0
SN,AS,nidana,516,70,0,0,28,54,83,70,1,34,2,11,89,0,0
SN,AS,nidana,517,71,0,0,28,53,81,69,1,34,3,11,91,0,0
SN,AS,nidana,518,70,0,0,27,54,81,69,1,34,3,12,91,0,0
SN,AS,nidana,519,70,0,0,27,52,81,69,1,34,3,13,92,0,0
SN,AS,nidana,520,71,0,0,27,53,81,69,1,32,3,13,92,0,0
SN,AS,nidana,521,71,0,0,27,55,80,69,1,31,3,13,92,0,0
SN,AS,nidana,522,72,0,0,27,54,81,69,1,30,3,13,92,0,0
SN,AS,nidana,523,73,0,0,27,53,79,69,1,31,3,14,92,0,0
SN,AS,nidana,524,75,0,0,27,52,78,69,1,31,3,14,92,0,0
SN,AS,nidana,525,77,0,0,27,52,80,68,1,30,4,13,90,0,0
SN,AS,nidana,526,77,0,0,27,52,81,68,1,29,4,13,90,0,0
SN,AS,nidana,527,77,0,0,28,51,82,68,1,29,4,12,90,0,0
SN,AS,nidana,528,78,0,0,27,51,82,68,1,29,4,12,90,0,0
SN,AS,nidana,529,77,0,0,26,52,83,68,1,29,4,12,90,0,0
SN,AS,nidana,530,75,0,0,27,51,83,68,1,31,4,12,90,0,0
SN,AS,nidana,531,77,0,0,27,50,83,68,1,31,4,11,90,0,0
SN,AS,nidana,532,77,0,0,27,50,82,68,1,31,4,11,91,0,0
SN,AS,nidana,533,76,0,0,27,50,81,68,1,31,4,12,92,0,0
SN,AS,nidana,534,75,0,0,28,50,82,68,1,32,4,11,91,0,0
SN,AS,nidana,535,74,0,0,28,52,82,68,1,31,4,11,91,0,0
SN,AS,nidana,536,73,0,0,28,53,83,68,1,30,4,11,91,0,0
SN,AS,nidana,537,72,0,0,29,55,81,68,1,30,4,11,91,0,0
SN,AS,nidana,538,74,0,0,29,55,82,68,1,29,4,11,92,0,0
SN,AS,nidana,539,74,0,0,29,57,82,69,1,29,4,11,93,0,0
SN,AS,nidana,540,74,0,0,28,57,80,70,1,29,4,13,93,0,0
SN,AS,nidana,541,72,0,0,27,57,80,71,0,31,4,14,94,0,0
SN,AS,nidana,542,71,0,0,27,55,82,72,0,31,3,14,95,0,0
SN,AS,nidana,543,70,0,0,26,55,82,72,0,31,3,15,96,0,0
SN,AS,nidana,544,69,0,0,27,55,81,72,0,31,3,15,97,0,0
SN,AS,nidana,545,67,0,1,29,55,81,71,0,31,3,15,98,0,0
SN,AS,nidana,546,66,0,1,29,55,80,70,0,33,4,16,97,0,0
SN,AS,nidana,547,65,0,2,29,57,80,69,0,33,5,15,97,0,0
SN,AS,nidana,548,65,0,5,31,54,80,68,0,34,5,15,96,0,0
SN,AS,nidana,549,64,0,5,31,53,81,67,0,34,5,15,94,0,0
SN,AS,nidana,550,63,0,5,31,53,80,67,0,35,5,15,92,0,0
SN,AS,nidana,551,63,0,5,30,52,82,67,0,36,5,15,91,0,0
SN,AS,nidana,552,65,0,5,30,53,80,66,1,35,5,15,90,0,0
SN,AS,nidana,553,68,0,5,31,54,79,66,1,35,5,16,93,0,0
SN,AS,nidana,554,68,0,5,30,54,78,65,1,36,5,18,95,0,0
SN,AS,nidana,555,68,0,5,29,53,78,64,1,38,6,18,94,0,0
SN,AS,nidana,556,66,0,6,29,53,80,63,1,38,6,18,93,0,0
SN,AS,nidana,557,67,0,6,31,53,80,62,1,37,6,17,92,0,0
SN,AS,nidana,558,67,0,6,31,53,80,61,1,39,6,17,91,0,0
SN,AS,nidana,559,69,0,6,30,52,78,60,1,39,6,18,91,1,0
SN,AS,nidana,560,70,0,6,29,53,77,60,1,39,6,18,90,1,0
SN,AS,nidana,561,69,0,6,31,54,76,59,1,40,6,18,87,1,0
SN,AS,nidana,562,67,0,7,31,52,77,59,1,41,6,20,87,1,0
SN,AS,nidana,563,66,0,7,31,55,77,58,1,43,6,19,85,1,0
SN,AS,nidana,564,66,0,7,30,55,76,57,1,44,6,19,84,1,0
SN,AS,nidana,565,64,0,7,30,54,77,56,1,44,7,19,83,1,0
SN,AS,nidana,566,62,1,7,31,55,78,55,1,44,7,19,81,1,0
SN,AS,nidana,567,61,1,9,31,57,78,55,1,45,6,22,82,1,1
SN,AS,nidana,568,62,1,9,32,58,76,54,1,46,6,22,83,1,2
SN,AS,nidana,569,65,1,9,32,58,76,53,1,45,6,22,83,1,2
SN,AS,nidana,570,65,2,9,32,57,76,52,1,45,6,22,82,1,2
SN,AS,nidana,571,71,3,14,37,62,81,51,1,54,6,26,90,1,2
SN,AS,nidana,572,70,3,14,37,62,81,50,1,54,6,26,90,2,2
SN,AS,nidana,573,76,3,17,40,65,87,49,1,63,6,28,93,2,2
SN,AS,nidana,574,76,3,17,40,66,87,48,1,62,6,28,94,2,2
SN,AS,nidana,575,78,3,18,40,67,91,47,1,63,7,29,94,2,2
SN,AS,nidana,576,96,3,26,46,75,98,46,1,72,7,38,107,2,2
SN,AS,nidana,577,103,3,29,50,75,105,45,1,74,8,44,110,2,2
SN,AS,nidana,578,101,3,32,50,75,104,44,1,74,8,45,109,3,2
SN,AS,nidana,579,108,3,34,53,79,107,43,1,77,9,48,113,3,2
SN,AS,nidana,580,113,3,34,61,89,115,42,1,81,10,51,126,3,2
SN,AS,nidana,581,113,3,34,62,90,113,41,1,81,10,52,126,3,2
SN,AS,nidana,582,118,3,34,65,90,113,40,1,82,11,55,128,3,2
SN,AS,nidana,583,118,3,34,65,92,113,39,1,82,11,55,126,4,2
SN,AS,nidana,584,116,3,35,65,92,113,39,1,81,11,55,125,4,2
SN,AS,nidana,585,116,3,35,66,91,112,39,1,81,11,57,124,4,2
SN,AS,nidana,586,117,3,35,66,91,111,39,1,81,11,57,124,4,2
SN,AS,nidana,587,117,3,35,66,90,112,39,1,80,11,57,125,4,2
SN,AS,nidana,588,118,3,35,66,90,113,39,1,79,11,56,125,4,2
SN,AS,nidana,589,119,3,35,67,90,112,39,1,79,11,55,125,4,2
SN,AS,nidana,590,118,3,35,68,91,112,39,1,78,11,55,125,4,2
SN,AS,nidana,591,117,3,35,68,91,113,39,1,78,11,55,125,4,2
SN,AS,nidana,592,117,3,35,69,93,112,40,1,78,10,55,123,4,2
SN,AS,nidana,593,117,3,35,70,92,112,40,1,79,10,54,123,4,2
SN,AS,nidana,594,117,3,35,71,93,111,40,1,79,10,54,122,4,2
SN,AS,nidana,595,116,3,35,71,92,111,40,1,80,10,54,123,4,2
SN,AS,nidana,596,115,3,35,71,92,112,40,1,80,10,54,123,4,2
SN,AS,nidana,597,114,3,35,71,93,111,40,1,80,10,54,124,4,2
SN,AS,nidana,598,113,3,35,71,94,112,40,1,79,10,53,125,4,2
SN,AS,nidana,599,113,3,35,72,93,112,40,1,79,10,53,125,4,2
SN,AS,nidana,600,112,3,35,73,94,110,41,1,79,9,53,126,4,2
SN,AS,nidana,601,113,3,35,72,94,110,40,1,79,10,53,126,4,2
SN,AS,nidana,602,114,3,35,71,95,108,39,1,80,11,53,126,4,2
SN,AS,nidana,603,113,3,35,72,95,107,38,1,81,12,53,126,4,2
SN,AS,nidana,604,113,3,35,73,94,105,37,1,81,13,54,127,4,2
SN,AS,nidana,605,113,3,35,73,95,106,36,1,79,14,54,127,4,2
SN,AS,nidana,606,113,3,35,73,96,105,35,1,78,15,54,128,4,2
SN,AS,nidana,607,112,3,35,73,98,105,35,1,78,15,54,127,4,2
SN,AS,nidana,608,111,3,35,73,99,104,35,1,80,15,54,126,4,2
SN,AS,nidana,609,112,3,35,71,100,104,35,1,79,15,55,126,4,2
SN,AS,nidana,610,113,3,35,71,98,104,35,1,80,15,55,126,4,2
SN,AS,nidana,611,113,3,35,72,97,103,35,1,81,15,55,126,4,2
SN,AS,nidana,612,113,3,35,72,97,104,35,1,80,15,55,126,4,2
SN,AS,nidana,613,111,3,35,72,97,103,35,1,81,15,55,125,4,2
SN,AS,nidana,614,111,3,35,71,95,103,34,1,81,15,55,125,4,2
SN,AS,nidana,615,111,3,35,72,95,105,33,1,81,15,54,124,4,2
SN,AS,nidana,616,113,3,35,73,95,105,32,2,79,15,53,123,4,2
SN,AS,nidana,617,113,3,35,73,94,103,32,2,82,15,54,122,4,2
SN,AS,nidana,618,114,3,35,74,94,103,32,2,81,15,54,121,4,2
SN,AS,nidana,619,116,3,35,73,93,104,32,2,81,15,54,120,4,2
SN,AS,nidana,620,118,3,34,71,92,103,33,2,82,15,54,120,4,2
SN,AS,nidana,621,119,3,34,71,92,104,34,2,80,14,53,121,4,2
SN,AS,nidana,622,119,3,33,70,92,105,35,2,80,13,53,121,4,2
SN,AS,nidana,623,120,3,30,68,92,105,36,2,80,13,53,123,4,2
SN,AS,nidana,624,121,3,30,68,92,105,37,2,81,13,53,124,4,2
SN,AS,nidana,625,122,3,30,68,93,105,37,2,81,13,53,125,4,2
SN,AS,nidana,626,123,3,30,68,94,103,37,2,80,13,54,125,4,2
SN,AS,nidana,627,122,3,30,67,95,103,38,1,81,13,54,126,4,2
SN,AS,nidana,628,119,3,30,66,96,102,38,1,81,13,53,123,4,2
SN,AS,nidana,629,121,3,30,66,94,103,39,1,81,13,51,121,4,2
SN,AS,nidana,630,121,3,30,65,94,104,40,1,80,12,52,122,4,2
SN,AS,nidana,631,121,3,29,66,93,103,41,1,80,12,52,124,4,2
SN,AS,nidana,632,121,3,29,64,93,102,42,1,82,12,52,125,4,2
SN,AS,nidana,633,122,3,29,64,93,100,43,1,81,12,52,126,4,2
SN,AS,nidana,634,120,3,29,65,94,100,44,1,82,12,52,126,3,2
SN,AS,nidana,635,120,3,29,66,94,100,44,1,82,12,52,126,3,2
SN,AS,nidana,636,120,3,29,64,94,101,45,1,81,12,52,129,3,2
SN,AS,nidana,637,121,3,28,65,94,101,45,1,80,12,50,130,3,2
SN,AS,nidana,638,122,3,28,65,92,101,46,1,79,12,50,131,3,2
SN,AS,nidana,639,123,3,28,65,93,101,47,1,78,12,50,132,3,2
SN,AS,nidana,640,124,3,28,66,93,102,48,1,77,11,50,133,3,2
SN,AS,nidana,641,125,2,28,65,91,103,49,1,78,11,50,134,3,2
SN,AS,nidana,642,124,2,26,65,88,105,49,1,78,12,47,133,3,1
SN,AS,nidana,643,124,2,26,64,87,105,50,1,78,12,47,132,3,0
